set_id,year,pieces,t1,descr
4000013-1,2013,394,LEGO Brand Store,A LEGO Christmas Tale
4000014-1,2014,545,LEGO Brand Store,The LEGOLAND Train
4000015-1,2014,215,LEGO Brand Store,LOM Building B
4000016-1,2014,281,LEGO Brand Store,Billund Airport
40001-1,2009,42,Seasonal,Santa Claus
40002-1,2009,61,Seasonal,Christmas Tree
40003-1,2009,38,Seasonal,Snowman
40004-1,2010,26,Other,Heart 2010
40005-1,2010,81,Seasonal,Bunny
40008-1,2010,64,Seasonal,Snowman Building Set
40009-1,2010,85,Seasonal,Holiday Building Set
400-1,1977,317,Universal Building Set,Universal Building Set
40010-1,2010,71,Seasonal,Santa with Sleigh Building Set
40011-1,2010,52,Seasonal,Thanksgiving Turkey
40012-1,2010,18,Seasonal,Halloween Pumpkin
40013-1,2010,18,Seasonal,Halloween Ghost
40014-1,2010,25,Seasonal,Halloween Bat
40015-1,2011,51,Seasonal,Heart Book
40016-1,2011,41,Seasonal,Valentine Letter Set
40017-1,2011,86,Seasonal,Easter Basket
40018-1,2011,95,Seasonal,Easter Bunny with Eggs
40019-1,2011,59,Creator,Brickley
40020-1,2011,71,Seasonal,Halloween Set
4002014-1,2015,466,Other,LEGO HUB Birds
Jan-02,1996,53,Boat,Riptide Racer
40021-1,2011,54,Seasonal,Spiders Set
40022-1,2011,72,Seasonal,Mini Santa Set
40023-1,2011,76,Seasonal,Holiday Stocking
40024-1,2011,77,Seasonal,Christmas Tree
40025-1,2012,44,Creator,{Yellow Cab}
40026-1,2012,38,LEGO Brand Store,"Statue of Liberty (LEGO Store, Rockefeller Center, New York, NY)"
40028-1,2011,64,Harry Potter,Mini Hogwarts Express
40029-1,2012,51,Seasonal,Heart 2012
400-3,1966,12,Classic,Small Wheels with Axles (The Building Toy)
40030-1,2012,51,Seasonal,Duck with Ducklings
40031-1,2012,52,Seasonal,Bunny and Chick
40032-1,2012,71,Seasonal,Witch
40033-1,2012,52,Seasonal,Turkey
40034-1,2012,82,Seasonal,Christmas Train
40035-1,2012,49,Seasonal,Rocking Horse
40036-1,2012,37,LEGO Brand Store,Monthly Mini Model Build January 2012 - Cobra
40037-1,2012,43,LEGO Brand Store,"Monthly Mini Model Build Set - 2012 February, Hockey Player"
40038-1,2012,33,LEGO Brand Store,Monthly Mini Model Build March 2012 - Garden and Earthworm
40039-1,2012,16,LEGO Brand Store,Monthly Mini Model Build May 2012 - Tulip
400-4,1963,12,Classic,Small Wheels with Axles (System)
40040-1,2012,15,LEGO Brand Store,"Monthly Mini Model Build Set - 2012 July, Torch"
40041-1,2012,27,LEGO Brand Store,"Monthly Mini Model Build Set - 2012 December, Reindeer (Moose)"
40042-1,2012,25,LEGO Brand Store,Monthly Mini Model Build October 2012 - Cat
40043-1,2012,24,LEGO Brand Store,Monthly Mini Model Build April 2012 - Duck
40044-1,2012,25,LEGO Brand Store,Monthly Mini Model Build June 2012 - Lawnmower
40045-1,2012,27,LEGO Brand Store,Monthly Mini Model Build August 2012 - Shark
40045-2,2013,27,LEGO Brand Store,"Monthly Mini Model Build Set - 2013 August, Shark [Europe]"
40047-1,2012,41,LEGO Brand Store,Monthly Mini Model Build September 2012 - Owl
40048-1,2012,24,Seasonal,Birthday Cake
40049-1,2012,65,Creator,Mini Sopwith Camel
Jan-05,1982,65,Boat,Tug Boat
40051-1,2013,54,Seasonal,Valentine鈥檚 Day Heart Box
40052-1,2013,88,Seasonal,Springtime Scene
40053-1,2013,96,Seasonal,Easter Bunny with Basket
40054-1,2013,40,Seasonal,Summer Scene
40055-1,2013,52,Seasonal,Pumpkin
40056-1,2013,46,Seasonal,Thanksgiving Feast
40057-1,2013,72,Seasonal,Fall Scene
40058-1,2013,110,Seasonal,Decorating The Tree
40059-1,2013,77,Seasonal,Santa's Sleigh
40061-1,2013,40,LEGO Brand Store,Monthly Mini Model Build January 2013 - Igloo
40062-1,2013,59,LEGO Brand Store,"Monthly Mini Model Build Set - 2013 02 February, Log Cabin"
40063-1,2013,33,LEGO Brand Store,Monthly Mini Model Build March 2013 - Turtle
40064-1,2013,32,LEGO Brand Store,Monthly Mini Model Build Set April 2013 - Lamb and Sheep
40065-1,2013,21,LEGO Brand Store,Monthly Mini Model Build May 2013 - Kingfisher
40066-1,2013,38,LEGO Brand Store,"Monthly Mini Model Build Set - 2013 06 June, Fisherman"
40067-1,2013,37,LEGO Brand Store,"Monthly Mini Model Build Set - 2013 07 July, Crab"
40068-1,2013,31,LEGO Brand Store,Monthly Mini Model Build August 2013 - Flamingo
40069-1,2013,44,LEGO Brand Store,"Monthly Mini Model Build Set - 2013 September, Pirate"
40070-1,2013,22,LEGO Brand Store,Monthly Mini Model Build October 2013 - Witch
40071-1,2013,44,LEGO Brand Store,Monthly Mini Model Build November 2013 - Tractor
40073-1,2013,70,Creator,Panda
40076-1,2012,60,Monster Fighters,Zombie Car
40077-1,2013,87,Creator,Geoffrey
40078-1,2013,39,Creator,Hot Dog Cart
40079-1,2013,75,Creator,Mini VW T1 Camper Van
40080-1,2013,142,Gear,Friends Pencil Holder
40081-1,2013,121,Legoland,LEGOLAND Picture Frame - Florida Edition
40081-2,2013,121,Legoland,LEGOLAND Picture Frame - Deutschland Edition
40081-3,2013,121,Legoland,LEGOLAND Picture Frame - Billund Edition
40081-4,2013,121,Legoland,LEGOLAND Picture Frame - Malaysia Edition
40082-1,2013,115,Seasonal,Christmas Tree Stand
40083-1,2013,118,Seasonal,Christmas Tree Truck
40084-1,2013,6,Hero Factory,Hero Factory Weapon Pack
40085-1,2014,127,Seasonal,LEGO Valentine
40086-1,2014,106,Seasonal,LEGO Easter Bunny
40090-1,2014,155,LEGO Brand Store,Halloween Bat
40091-1,2014,125,Seasonal,Turkey
40092-1,2014,139,LEGO Brand Store,Reindeer
40093-1,2014,142,LEGO Brand Store,Snowman
40094-1,2014,44,LEGO Brand Store,Monthly Mini Model Build January 2014 - Snowplough
40095-1,2014,50,LEGO Brand Store,Monthly Mini Model Build February 2014 - Micro Manager
40096-1,2014,62,LEGO Brand Store,Monthly Mini Model Build March 2014 - Spring Tree
40097-1,2014,44,LEGO Brand Store,Monthly Mini Model Build April 2014 - Helicopter
40098-1,2014,43,LEGO Brand Store,Monthly Mini Model Build May 2014 - Dragon
40099-1,2014,33,LEGO Brand Store,Monthly Mini Model Build June 2014 - Jet-Ski
Jan-40,1976,293,Universal Building Set,Universal Building Set
40100-1,2014,46,LEGO Brand Store,Monthly Mini Model Build July 2014 - Surf Van
Jan-10,1987,82,Boat,Police Rescue Boat
40101-1,2014,46,LEGO Brand Store,Monthly Mini Model Build August 2014 - Monkey
40102-1,2014,37,LEGO Brand Store,Monthly Mini Model Build September 2014 - Aircraft
40103-1,2014,48,LEGO Brand Store,Monthly Mini Model Build November 2014 - Rocket
40104-1,2014,36,LEGO Brand Store,Monthly Mini Model October 2014 - Monster
40105-1,2014,54,LEGO Brand Store,Monthly Mini Model Build December 2014 - Gingerbread House
40106-1,2014,115,Seasonal,Elves' Workshop
40107-1,2014,129,Seasonal,Ice Skating
40108-1,2014,65,Creator,Balloon Cart
40109-1,2014,59,Creator,MINI Cooper Mini Model
40110-1,2014,121,Town,Coin Bank
Jan-11,1991,90,Boat,Cabin Cruiser
40112-1,2014,143,Friends,Model Catwalk
40114-1,2014,201,Friends,LEGO Friends Buildable Jewelry Box
40115-1,2014,271,Legoland Parks,LEGOLAND Entrance with Family
40116-1,2014,31,Hero Factory,Hero Factory Promo
40117-1,2014,28,Hero Factory,Hero Factory Villain Promo
40118-1,2014,204,LEGO Brand Store,Buildable Brick Box 2x2
401-2,1966,7,Classic,Large Wheels with Axles (The Building Toy)
40120-1,2015,114,Seasonal,Valentine&#039;s Day Dinner
Jan-12,1996,99,Boat,Wave Cops
40121-1,2015,157,Seasonal,Painting Easter Eggs
40126-1,2015,55,LEGO Brand Store,Monthly Mini Model Build January 2015 - Alien
40127-1,2015,39,LEGO Brand Store,Monthly Mini Model Build February 2015 - Space Shuttle
40128-1,2015,50,LEGO Brand Store,Monthly Mini Model Build March 2015 - Robot
40129-1,2015,39,LEGO Brand Store,Monthly Mini Build April 鈥?UFO
401-3,1964,7,Classic,Large Wheels with Axles (System)
Jan-13,2003,1000,Creator,Create and Imagine
40131-1,2015,55,LEGO Brand Store,June 2015 Monthly Mini Model Build - Parrot
40140-1,2015,75,Creator,Flower Cart
Jan-14,2003,500,Creator,Creator Exclusive
40145-1,2015,412,LEGO Brand Store,LEGO Brand Store Opening Set
40146-1,2015,65,Promotional,Lufthansa Plane
40148-1,2015,99,Creator,Lunar New Year
Jan-15,1982,80,Boat,Freighter
40153-1,2015,120,Other,Birthday Cake
40154-1,2015,176,Other,Pencil Holder
40155-1,2015,148,Other,Piggy Coin Bank
40156-1,2015,171,Friends,Organiser
40158-1,2015,855,Pirates,Pirates Chess Set
Jan-16,2001,21,Creator,Racer
Jan-17,2001,13,Creator,Sea Helicopter
40180-1,2014,164,Modular Buildings,Bricktober Theater
Jan-18,2001,12,Creator,Ship
40181-1,2014,139,Modular Buildings,Bricktober Pizza Place
40182-1,2014,175,Modular Buildings,Bricktober Fire Station
40183-1,2014,186,Modular Buildings,Bricktober Town Hall
40190-1,2014,41,Promotional,Ferrari F138
Jan-19,2001,17,Creator,Aeroplane
40191-1,2014,44,Promotional,Ferrari F12 Berlinetta
40192-1,2014,46,Promotional,Ferrari 250 GTO
40193-1,2014,49,Promotional,Ferrari 512 S
40194-1,2014,63,Promotional,Finish Line &amp; Podium
40195-1,2014,79,Promotional,Shell Station
40196-1,2014,93,Promotional,Shell Tanker
Jan-20,1987,206,Boat,Fire Fighting Boat
402-1,1977,401,Universal Building Set,Universal Building Set
Jan-21,1991,195,Boat,Police Patrol
402-2,1964,5,Classic,White Turntables
Jan-22,1996,193,Boat,C26 Sea Cutter
402-3,1966,5,Classic,White Turntables
Jan-23,2003,55,Creator,Fun and Adventure
Jan-24,2003,24,Seasonal,Advent Calendar 2003 Creator
Oct-24,2003,13,Seasonal,Advent Calendar 2003 Creator (Day  9) Airplane
Nov-24,2003,16,Seasonal,Advent Calendar 2003 Creator (Day 10) Sailboat
Dec-24,2003,21,Seasonal,Advent Calendar 2003 Creator (Day 11) Snowplow
4024-13,2003,9,Seasonal,Advent Calendar 2003 Creator (Day 12) Snail
4024-14,2003,14,Seasonal,Advent Calendar 2003 Creator (Day 13) Robot
4024-15,2003,11,Seasonal,Advent Calendar 2003 Creator (Day 14) Heart
4024-16,2003,21,Seasonal,Advent Calendar 2003 Creator (Day 15) Truck
4024-17,2003,13,Seasonal,Advent Calendar 2003 Creator (Day 16) Reindeer
4024-18,2003,10,Seasonal,Advent Calendar 2003 Creator (Day 17) Bird
4024-19,2003,9,Seasonal,Advent Calendar 2003 Creator (Day 18) Present
Feb-24,2003,19,Seasonal,Advent Calendar 2003 Creator (Day  1) Snowman
4024-20,2003,17,Seasonal,Advent Calendar 2003 Creator (Day 19) Fireplace
4024-21,2003,13,Seasonal,Advent Calendar 2003 Creator (Day 20) Santa
4024-22,2003,16,Seasonal,Advent Calendar 2003 Creator (Day 21) Robot
4024-23,2003,17,Seasonal,Advent Calendar 2003 Creator (Day 22) Race Car
4024-24,2003,16,Seasonal,Advent Calendar 2003 Creator (Day 23) Helicopter
4024-25,2003,13,Seasonal,Advent Calendar 2003 Creator (Day 24) Tree
Mar-24,2003,9,Seasonal,Advent Calendar 2003 Creator (Day  2) Little Girl
Apr-24,2003,12,Seasonal,Advent Calendar 2003 Creator (Day  3) Penguin
May-24,2003,13,Seasonal,Advent Calendar 2003 Creator (Day  4) Sheep
Jun-24,2003,9,Seasonal,Advent Calendar 2003 Creator (Day  5) Little Boy
Jul-24,2003,8,Seasonal,Advent Calendar 2003 Creator (Day  6) Stocking
Aug-24,2003,10,Seasonal,Advent Calendar 2003 Creator (Day  7) Spaceship
Sep-24,2003,9,Seasonal,Advent Calendar 2003 Creator (Day  8) Parrot
Jan-25,1982,150,Boat,Fire Boat
Jan-26,2003,100,Creator,"Create Your Dreams {Canister, blue top}"
Jan-27,2003,100,Creator,"Build and Imagine {canister, red top}"
Jan-28,2003,500,Creator,World of Bricks {Blue Bucket}
Jan-29,2003,500,Creator,Build with Bricks Bucket {Red Bucket}
Jan-30,1987,323,Boat,Cargo Carrier
Jan-31,1991,363,Boat,Fire Rescue
403-2,1967,12,Classic,Train Couplers and Wheels (The Building Toy)
Jan-32,2003,161,Town,Passenger Plane
Oct-32,2004,137,Town,Passenger Plane - Austrian Air Version
Nov-32,2006,137,Town,Passenger Plane - KLM Version
Dec-32,2005,137,Town,Passenger Plane - Malaysian Air Version
4032-13,2006,161,Town,Passenger Plane - Aeroflot Version
Feb-32,2003,140,Town,Passenger Plane - SAS Version
Mar-32,2004,137,Town,Passenger Plane - EL AL Version
Apr-32,2004,139,Town,Passenger Plane - Iberia Version
May-32,2004,137,Town,Passenger Plane - JAL Version
Jun-32,2004,137,Town,Passenger Plane - Lauda Air Version
Jul-32,2004,138,Town,Passenger Plane - ANA Air Version
Aug-32,2005,161,Town,Passenger Plane - SWISS Version
Sep-32,2004,137,Town,Passenger Plane - Snowflake Version
403-3,1966,12,Classic,Train Couplers and Wheels (System)
Jan-37,2004,9,Creator,Helicopter
Jan-38,2003,33,Universal Building Set,Airplane
404-1,1977,471,Universal Building Set,Universal Building Set
Jan-42,2002,4,Other,"Jens, McDonald's #2"
404-3,1967,12,Classic,Wheels for Motor (The Building Toy)
404-4,1967,12,Classic,Wheels for the Motor (System)
Jan-47,2003,517,Designer Sets,Ultimate Wheels (Kohl's Exclusive)
Jan-48,2003,2,Designer Sets,Mech Lab (Kohl's Exclusive)
Jan-49,2001,28,Studios,"Nesquik Promotional Set: Quicky the Bunny, Director, Cameraman and Car"
Jan-51,2001,4,Studios,Quicky the Bunny (Nesquik Promotional)
Jan-52,2001,4,Studios,Director (Nesquik Promotional)
Jan-53,2001,5,Studios,Cameraman (Nesquik Promotional)
Jan-55,1997,329,Freestyle,Medium Bucket
Jan-56,2001,13,Studios,Color Light
Jan-57,2001,10,Studios,Spot Light
Jan-58,2001,4,Studios,Cameraman 1
Jan-59,2001,4,Studios,Director
Jan-60,2001,4,Studios,Grip
Jan-61,2001,4,Studios,Assistant
Jan-62,2001,4,Studios,Actress
Jan-63,2001,4,Studios,Cameraman 2
Jan-64,2001,4,Studios,Actor 2
Jan-65,2001,4,Studios,Actor 3
Jan-66,2001,4,Studios,Actor 1
Jan-67,2001,15,Studios,Buggy
Jan-68,2001,6,Studios,Handy Camera
Jan-69,2001,4,Studios,Katinco & Megaphone
Jan-70,2001,7,Studios,Stand Camera
Jan-71,2001,7,Studios,Bottles
Jan-72,2001,6,Studios,Skeleton
Jan-73,2001,6,Studios,Tree 1
Jan-74,2001,14,Studios,Tree 3
Jan-75,2001,13,Studios,Tree 2
Jan-76,2001,17,Studios,Pteranodon
Jan-77,2001,13,Studios,Plesiosaur
Jan-78,2001,18,Studios,T-Rex
Jan-79,2001,4,Studios,Mini Rex
Jan-90,2003,244,Inventor,Motion Madness
409-1,1965,114,Classic,38 Slimbricks Assorted Sizes (The Building Toy)
Jan-93,2003,319,Inventor,Wild Windup
Jan-94,2003,256,Inventor,Motor Movers
Jan-95,2003,345,Inventor,Record and Play
Jan-96,2003,216,Designer Sets,Micro Wheels
Jan-97,2003,229,Designer Sets,Mini Robots
Jan-98,2003,197,Designer Sets,High Flyers
Jan-99,2003,326,Designer Sets,Robobots
41000-1,2013,28,Friends,Water Scooter Fun
Jan-00,2003,293,Designer Sets,Maximum Wheels
41001-1,2013,92,Friends,Mia's Magic Tricks
41002-1,2013,92,Friends,Emma's Karate Course
41003-1,2013,85,Friends,Olivia's Newborn Foal
41004-1,2013,199,Friends,Rehearsal Stage
41005-1,2013,489,Friends,Heartlake High
41006-1,2013,267,Friends,Downtown Bakery
41007-1,2013,264,Friends,Heartlake Pet Salon
41008-1,2013,441,Friends,Heartlake City Pool
41009-1,2013,94,Friends,Andrea's Bedroom
410-1,1973,28,Legoland,Payloader
41010-1,2013,94,Friends,Olivia鈥檚 Beach Buggy
Jan-01,2003,487,Designer Sets,Wild Collection
41011-1,2013,82,Friends,Stephanie's Soccer Practice
41013-1,2013,163,Friends,Emma&#39;s Sports Car
41015-1,2013,631,Friends,Dolphin Cruiser
41016-1,2013,24,Seasonal,"Advent Calender 2013, Friends"
41016-10,2013,19,Seasonal,"Advent Calendar 2013, Friends (Day  9) - Basket"
41016-11,2013,20,Seasonal,"Advent Calendar 2013, Friends (Day 10) - Friends Accessories"
41016-12,2013,3,Seasonal,"Advent Calendar 2013, Friends (Day 11) - Basket with Money"
41016-13,2013,8,Seasonal,"Advent Calendar 2013, Friends (Day 12) - Presents"
41016-14,2013,8,Seasonal,"Advent Calendar 2013, Friends (Day 13) - Sled"
41016-15,2013,6,Seasonal,"Advent Calendar 2013, Friends (Day 14) - Fountain"
41016-16,2013,11,Seasonal,"Advent Calendar 2013, Friends (Day 15) - Bench"
41016-17,2013,15,Seasonal,"Advent Calendar 2013, Friends (Day 16) - Skates with Flower in Snow"
41016-18,2013,8,Seasonal,"Advent Calendar 2013, Friends (Day 17) - Cell Phone /Music Player Docking Station"
41016-19,2013,8,Seasonal,"Advent Calendar 2013, Friends (Day 18) - Snowman"
41016-2,2013,4,Seasonal,"Advent Calendar 2013, Friends (Day  1) - Stephanie"
41016-20,2013,4,Seasonal,"Advent Calendar 2013, Friends (Day 19) - Flame"
41016-21,2013,18,Seasonal,"Advent Calendar 2013, Friends (Day 20) - Christmas Tree"
41016-22,2013,7,Seasonal,"Advent Calendar 2013, Friends (Day 21) - Musical Score"
41016-23,2013,8,Seasonal,"Advent Calendar 2013, Friends (Day 22) - Basket with Leaf"
41016-24,2013,2,Seasonal,"Advent Calendar 2013, Friends (Day 23) - Squirrel"
41016-25,2013,12,Seasonal,"Advent Calendar 2013, Friends (Day 24) - Present with Letter"
41016-3,2013,11,Seasonal,"Advent Calendar 2013, Friends (Day  2) - Snowmobile"
41016-4,2013,10,Seasonal,"Advent Calendar 2013, Friends (Day  3) - Lamp Post"
41016-5,2013,4,Seasonal,"Advent Calendar 2013, Friends (Day  4) - Lily, Christmas Outfit"
41016-6,2013,17,Seasonal,"Advent Calendar 2013, Friends (Day  5) - Stand #1"
41016-7,2013,8,Seasonal,"Advent Calendar 2013, Friends (Day  6) - Perfume Bottles"
41016-8,2013,14,Seasonal,"Advent Calendar 2013, Friends (Day  7) - Stand #2"
41016-9,2013,8,Seasonal,"Advent Calendar 2013, Friends (Day 8) - Cups, Milk and Cookies"
41017-1,2013,41,Friends,Squirrel&#039;s Tree House
41018-1,2013,31,Friends,Cat&#039;s Playground
41019-1,2013,33,Friends,Turtle&#039;s Little Oasis
41020-1,2013,34,Friends,Hedgehog&#039;s Hideaway
41021-1,2013,46,Friends,Poodle&#039;s Little Palace
41022-1,2013,37,Friends,Bunny&#039;s Hutch
41023-1,2013,35,Friends,Fawn&#039;s Forest
41024-1,2013,32,Friends,Parrot&#039;s Perch
41025-1,2013,39,Friends,Puppy&#039;s Playhouse
41026-1,2014,236,Friends,Sunshine Harvest
41027-1,2014,114,Friends,Mia's Lemonade Stand
41028-1,2014,78,Friends,Emma's Lifeguard Post
41029-1,2014,93,Friends,Stephanie's New Born Lamb
41030-1,2014,98,Friends,Olivia's Ice Cream Bike
Jan-03,2002,200,Creator,Fun with Bricks {small red bucket}
41031-1,2014,118,Friends,Andrea's Mountain Hut
Feb-03,2006,204,Creator,Fun with Bricks (4293364) - with Minifigs
41032-1,2014,156,Friends,First Aid Jungle Bike
41033-1,2014,186,Friends,Jungle Falls Rescue
41034-1,2014,311,Friends,Summer Caravan
41035-1,2014,276,Friends,Heartlake Juice Bar
41036-1,2014,364,Friends,Jungle Bridge Rescue
41037-1,2014,387,Friends,Stephanie's Beach House
41038-1,2014,498,Friends,Jungle Rescue Base
41039-1,2014,752,Friends,Sunshine Ranch
41040-1,2014,24,Seasonal,Advent Calendar 2014 Friends
41040-10,2014,6,Seasonal,"Advent Calendar 2014, Friends (Day 9) - Holiday Candle"
41040-11,2014,17,Seasonal,"Advent Calendar 2014, Friends (Day 10) - Friends Kitchen Accessories"
41040-12,2014,13,Seasonal,"Advent Calendar 2014, Friends (Day 11) - Stove"
41040-13,2014,7,Seasonal,"Advent Calendar 2014, Friends (Day 12) - Sweets and Saucepan"
41040-14,2014,13,Seasonal,"Advent Calendar 2014, Friends (Day 13) - Sideboard"
41040-15,2014,12,Seasonal,"Advent Calendar 2014, Friends (Day 14) - Goblets and Food"
41040-16,2014,12,Seasonal,"Advent Calendar 2014, Friends (Day 15) - Sink"
41040-17,2014,6,Seasonal,"Advent Calendar 2014, Friends (Day 16) - Cake and Cups"
41040-18,2014,17,Seasonal,"Advent Calendar 2014, Friends (Day 17) - Holiday Fireplace"
41040-19,2014,11,Seasonal,"Advent Calendar 2014, Friends (Day 18) - End Table and Book"
41040-2,2014,4,Seasonal,"Advent Calendar 2014, Friends (Day 1) - Mia"
41040-20,2014,10,Seasonal,"Advent Calendar 2014, Friends (Day 19) - Sofa"
41040-21,2014,3,Seasonal,"Advent Calendar 2014, Friends (Day 20) - White Cat"
41040-22,2014,8,Seasonal,"Advent Calendar 2014, Friends (Day 21) - Radio and Cell Phone"
41040-23,2014,8,Seasonal,"Advent Calendar 2014, Friends (Day 22) - Large Present"
41040-24,2014,18,Seasonal,"Advent Calendar 2014, Friends (Day 23) - Christmas Tree"
41040-25,2014,17,Seasonal,"Advent Calendar 2014, Friends (Day 24) - Present with Skates, Camera"
41040-3,2014,11,Seasonal,"Advent Calendar 2014, Friends (Day 2) - Sled"
41040-4,2014,4,Seasonal,"Advent Calendar 2014, Friends (Day 3) - Gift and Basket"
41040-5,2014,4,Seasonal,"Advent Calendar 2014, Friends (Day 4) - Deer and Tree"
41040-6,2014,13,Seasonal,"Advent Calendar 2014, Friends (Day 5) - Holiday Window Scene"
41040-7,2014,4,Seasonal,"Advent Calendar 2014, Friends (Day 6) - Ewa, Christmas Outfit"
41040-8,2014,11,Seasonal,"Advent Calendar 2014, Friends (Day 7) - Table"
41040-9,2014,14,Seasonal,"Advent Calendar 2014, Friends (Day 8) - Chairs"
Jan-04,2002,200,Creator,Small Creator Bucket
41041-1,2014,43,Friends,Turtle&#039;s Little Paradise
41042-1,2014,42,Friends,Tiger&#039;s Beautiful Temple
41043-1,2014,46,Friends,Penguin&#039;s Playground
41044-1,2014,39,Friends,Macaw&#039;s Fountain
41045-1,2014,37,Friends,Orangutan&#039;s Banana Tree
41046-1,2014,37,Friends,Brown Bear&#039;s River
41047-1,2014,37,Friends,Seal&#039;s Little Rock
41048-1,2014,43,Friends,Lion Cub&#039;s Savannah
41049-1,2014,47,Friends,Panda&#039;s Bamboo
41050-1,2014,77,Disney Princess,Ariel鈥檚 Amazing Treasures
Jan-05,2002,500,Creator,Imagine and Build
41051-1,2014,144,Disney Princess,Merida鈥檚 Highland Games
Feb-05,2005,500,Creator,50th Anniversary Bucket
41052-1,2014,249,Disney Princess,Ariel鈥檚 Magical Kiss
Mar-05,2005,483,Creator,Red Bucket
41053-1,2014,274,Disney Princess,Cinderella鈥檚 Dream Carriage
41054-1,2014,297,Disney Princess,Rapunzel鈥檚 Creativity Tower
41055-1,2014,643,Disney Princess,Cinderella鈥檚 Romantic Castle
41056-1,2014,276,Friends,Heartlake News Van
41057-1,2014,373,Friends,Heartlake Horse Show
41058-1,2014,1165,Friends,Heartlake Shopping Mall
41059-1,2014,319,Friends,Jungle Tree Sanctuary
41060-1,2015,95,Disney Princess,Sleeping Beauty's Royal Bedroom
Jan-06,2002,500,Creator,Large red bucket
41061-1,2015,142,Disney Princess,Jasmine's Exotic Palace
41062-1,2015,291,Disney Princess,Elsa's Sparkling Ice Castle
41063-1,2015,376,Disney Princess,Ariel's Undersea Palace
Jan-07,2002,1000,Creator,Build Your Dreams
41071-1,2015,98,Elves,Aira's Creative Workshop
41072-1,2015,248,Elves,Naida's Spa Secret
41073-1,2015,311,Elves,Naida's Epic Adventure Ship
41074-1,2015,323,Elves,Azari and the Magical Bakery
41075-1,2015,511,Elves,The Elves&#039; Treetop Hideaway
41076-1,2015,178,Elves,Farran and the Crystal Hollow
41077-1,2015,318,Elves,Aira's Pegasus Sleigh
41078-1,2015,806,Elves,Skyra's Mysterious Sky Castle
Jan-08,2002,2,4 Juniors,T-Junction Road Plates
41085-1,2015,200,Friends,Vet Clinic
41086-1,2015,89,Friends,Vet Ambulance
41087-1,2015,47,Friends,Bunny and Babies
41088-1,2015,65,Friends,Puppy Training
41089-1,2015,43,Friends,Little Foal
41090-1,2015,82,Friends,Olivia's Garden Pool
Jan-09,2002,2,4 Juniors,Curved Road Plates
41091-1,2015,194,Friends,Mia's Roadster
41092-1,2015,87,Friends,Stephanie's Pizzeria
41093-1,2015,333,Friends,Heartlake Hair Salon
41094-1,2015,471,Friends,Heartlake Lighthouse
41095-1,2015,726,Friends,Emma&#039;s House
41097-1,2015,254,Friends,Heartlake Hot Air Balloon
41098-1,2015,98,Friends,Emma's Tourist Kiosk
41099-1,2015,198,Friends,Heartlake Skate Park
Jan-41,1977,4,Service Packs,Train Wagon Wheels in Red
